,tp,fp,fn,precision,recall,f1
compound_id,11.333333333333334,0.0,60.0,1.0,0.29374527367838404,0.38671748671748674
compound_name,10.0,1.3333333333333333,61.333333333333336,0.625,0.24697710316439414,0.3104643104643105
SMILES,0.0,11.333333333333334,71.33333333333333,0.0,0.0,0.0
SMILES_type,6.0,5.333333333333333,65.33333333333333,0.6666666666666666,0.061861215707369556,0.1132132132132132
target,4.666666666666667,6.666666666666667,66.66666666666667,0.2916666666666667,0.15281708258296886,0.18535458535458535
